Report Number,Route Type,Road Name,Cross-Street Name,Collision Type,Municipality,Weather,Surface Condition,Traffic Control,Speed Limit,Latitude,Longitude,Date,Time,Year,Month,Day
DD56700006,Maryland (State),ROCKVILLE PIKE,W EDMONSTON DR,STRAIGHT MOVEMENT ANGLE,ROCKVILLE,,DRY,TRAFFIC SIGNAL,40,39.07443097,-77.13564536,2023-07-22,04:07:00,2023,7,22
MCP25520068,Maryland (State),FREDERICK RD,RIDGEMONT AVE,HEAD ON LEFT TURN,ROCKVILLE,CLEAR,WET,TRAFFIC SIGNAL,35,39.1190664,-77.1719867,2023-07-25,21:57:00,2023,7,25
DD5652003G,Maryland (State),NORBECK RD,AVERY RD,SAME DIR REAR END,ROCKVILLE,CLEAR,DRY,TRAFFIC SIGNAL,50,39.09322594,-77.12211346,2023-07-21,14:26:00,2023,7,21
DD56700006,Maryland (State),ROCKVILLE PIKE,W EDMONSTON DR,STRAIGHT MOVEMENT ANGLE,ROCKVILLE,,DRY,TRAFFIC SIGNAL,30,39.07443097,-77.13564536,2023-07-22,04:07:00,2023,7,22
DD55830085,Maryland (State),HUNGERFORD DR,MANNAKEE ST,SAME DIR REAR END,ROCKVILLE,CLEAR,DRY,TRAFFIC SIGNAL,35,39.09632033,-77.153139,2023-07-24,10:52:00,2023,7,24
DD5668000H,Maryland (State),NORBECK RD,E GUDE DR,SAME DIR REAR END,ROCKVILLE,CLEAR,DRY,TRAFFIC SIGNAL,35,39.09056891,-77.12841149,2023-07-24,18:56:00,2023,7,24
DD5643002Y,Maryland (State),W JEFFERSON ST,S VAN BUREN ST,SAME DIR REAR END,ROCKVILLE,CLEAR,DRY,NO CONTROLS,35,39.08325452,-77.15625709,2023-07-22,23:00:00,2023,7,22
DD5668000G,Maryland (State),FREDERICK RD,KING FARM BLVD,HEAD ON LEFT TURN,ROCKVILLE,CLEAR,DRY,TRAFFIC SIGNAL,25,39.11721722,-77.16898412,2023-07-20,16:51:00,2023,7,20
MCP25520068,Maryland (State),FREDERICK RD,RIDGEMONT AVE,HEAD ON LEFT TURN,ROCKVILLE,CLEAR,WET,TRAFFIC SIGNAL,35,39.1190664,-77.1719867,2023-07-25,21:57:00,2023,7,25
DD5652003G,Maryland (State),NORBECK RD,AVERY RD,SAME DIR REAR END,ROCKVILLE,CLEAR,DRY,TRAFFIC SIGNAL,50,39.09322594,-77.12211346,2023-07-21,14:26:00,2023,7,21
DD5643002Y,Maryland (State),W JEFFERSON ST,S VAN BUREN ST,SAME DIR REAR END,ROCKVILLE,CLEAR,DRY,NO CONTROLS,35,39.08325452,-77.15625709,2023-07-22,23:00:00,2023,7,22
DD55830085,Maryland (State),HUNGERFORD DR,MANNAKEE ST,SAME DIR REAR END,ROCKVILLE,CLEAR,DRY,TRAFFIC SIGNAL,35,39.09632033,-77.153139,2023-07-24,10:52:00,2023,7,24
DD5668000G,Maryland (State),FREDERICK RD,KING FARM BLVD,HEAD ON LEFT TURN,ROCKVILLE,CLEAR,DRY,TRAFFIC SIGNAL,25,39.11721722,-77.16898412,2023-07-20,16:51:00,2023,7,20
DD559500DQ,Municipality,EDMONSTON DR,CRAWFORD DR,OTHER,ROCKVILLE,CLEAR,DRY,NO CONTROLS,25,39.07683,-77.13133667,2023-07-23,12:13:00,2023,7,23
DD5668000H,Maryland (State),NORBECK RD,E GUDE DR,SAME DIR REAR END,ROCKVILLE,CLEAR,DRY,TRAFFIC SIGNAL,35,39.09056891,-77.12841149,2023-07-24,18:56:00,2023,7,24
DD561500FH,Maryland (State),ROCKVILLE PIKE,RICHARD MONTGOMERY DR,STRAIGHT MOVEMENT ANGLE,ROCKVILLE,CLEAR,DRY,TRAFFIC SIGNAL,25,39.08383985,-77.15311808,2023-07-25,15:20:00,2023,7,25
DD561500FH,Maryland (State),ROCKVILLE PIKE,RICHARD MONTGOMERY DR,STRAIGHT MOVEMENT ANGLE,ROCKVILLE,CLEAR,DRY,TRAFFIC SIGNAL,35,39.08383985,-77.15311808,2023-07-25,15:20:00,2023,7,25
DD5644003C,Municipality,N WASHINGTON ST,DAWSON AVE,SAME DIRECTION SIDESWIPE,ROCKVILLE,CLEAR,DRY,,25,39.0889775,-77.15369233,2023-07-29,20:17:00,2023,7,29
DD5652003H,Maryland (State),NORBECK RD,E GUDE DR,SAME DIR REAR END,ROCKVILLE,CLEAR,DRY,TRAFFIC SIGNAL,40,39.09058991,-77.12834758,2023-07-31,10:40:00,2023,7,31
DD5652003H,Maryland (State),NORBECK RD,E GUDE DR,SAME DIR REAR END,ROCKVILLE,CLEAR,DRY,TRAFFIC SIGNAL,40,39.09058991,-77.12834758,2023-07-31,10:40:00,2023,7,31
DD56690004,Maryland (State),VEIRS MILL RD,ATLANTIC AVE,HEAD ON LEFT TURN,ROCKVILLE,CLEAR,DRY,TRAFFIC SIGNAL,35,39.07499017,-77.1155822,2023-07-27,21:32:00,2023,7,27
DD56690004,Maryland (State),VEIRS MILL RD,ATLANTIC AVE,HEAD ON LEFT TURN,ROCKVILLE,CLEAR,DRY,TRAFFIC SIGNAL,35,39.07499017,-77.1155822,2023-07-27,21:32:00,2023,7,27
DD5660000F,Municipality,PRETTYMAN DR,JAY DR,SAME DIR REAR END,ROCKVILLE,RAINING,WET,NO CONTROLS,35,39.09482,-77.19386583,2023-07-27,21:12:00,2023,7,27
DD5644003C,Municipality,N WASHINGTON ST,DAWSON AVE,SAME DIRECTION SIDESWIPE,ROCKVILLE,CLEAR,DRY,,25,39.0889775,-77.15369233,2023-07-29,20:17:00,2023,7,29
MCP23390086,Municipality,E GUDE DR,TAFT ST,OTHER,ROCKVILLE,CLEAR,DRY,NO CONTROLS,35,39.09669446,-77.1353897,2023-05-10,17:01:00,2023,5,10
DD5652003H,Maryland (State),NORBECK RD,E GUDE DR,SAME DIR REAR END,ROCKVILLE,CLEAR,DRY,TRAFFIC SIGNAL,40,39.09058991,-77.12834758,2023-07-31,10:40:00,2023,7,31
DD559500DS,Maryland (State),ROCKVILLE PIKE,MT VERNON PL,STRAIGHT MOVEMENT ANGLE,ROCKVILLE,CLOUDY,DRY,STOP SIGN,25,39.078854,-77.14208983,2023-08-05,12:15:00,2023,8,5
DD56570012,Municipality,E MONTGOMERY AVE,MONROE ST,OTHER,ROCKVILLE,CLEAR,DRY,,10,39.08402489,-77.14967855,2023-08-05,13:30:00,2023,8,5
MCP13780156,Maryland (State),FREDERICK RD,KING FARM BLVD,SAME DIR REAR END,ROCKVILLE,CLOUDY,DRY,TRAFFIC SIGNAL,40,39.11752117,-77.16966667,2023-08-08,12:38:00,2023,8,8
DD5612003Z,Maryland (State),W MONTGOMERY AVE,RESEARCH BLVD,SAME DIR REAR END,ROCKVILLE,CLEAR,DRY,TRAFFIC SIGNAL,45,39.09082052,-77.17911591,2023-08-09,13:37:00,2023,8,9
MCP2339008K,County,TWINBROOK PKWY,PIER DR,SAME DIRECTION SIDESWIPE,ROCKVILLE,RAINING,WET,NO CONTROLS,35,39.06758717,-77.11393483,2023-08-07,17:45:00,2023,8,7
MCP2552006B,Maryland (State),HUNGERFORD DR,BEALL AVE #2,HEAD ON LEFT TURN,ROCKVILLE,CLEAR,DRY,TRAFFIC SIGNAL,35,39.08741667,-77.15017167,2023-08-02,18:27:00,2023,8,2
MCP13780156,Maryland (State),FREDERICK RD,KING FARM BLVD,SAME DIR REAR END,ROCKVILLE,CLOUDY,DRY,TRAFFIC SIGNAL,40,39.11752117,-77.16966667,2023-08-08,12:38:00,2023,8,8
DD5612003Z,Maryland (State),W MONTGOMERY AVE,RESEARCH BLVD,SAME DIR REAR END,ROCKVILLE,CLEAR,DRY,TRAFFIC SIGNAL,45,39.09082052,-77.17911591,2023-08-09,13:37:00,2023,8,9
MCP13780155,Maryland (State),VEIRS MILL RD,ATLANTIC AVE,SAME DIR REAR END,ROCKVILLE,CLOUDY,DRY,NO CONTROLS,30,39.07544167,-77.11728167,2023-08-07,16:55:00,2023,8,7
DD5612003Z,Maryland (State),W MONTGOMERY AVE,RESEARCH BLVD,SAME DIR REAR END,ROCKVILLE,CLEAR,DRY,TRAFFIC SIGNAL,45,39.09082052,-77.17911591,2023-08-09,13:37:00,2023,8,9
DD5612003Z,Maryland (State),W MONTGOMERY AVE,RESEARCH BLVD,SAME DIR REAR END,ROCKVILLE,CLEAR,DRY,TRAFFIC SIGNAL,45,39.09082052,-77.17911591,2023-08-09,13:37:00,2023,8,9
MCP13780156,Maryland (State),FREDERICK RD,KING FARM BLVD,SAME DIR REAR END,ROCKVILLE,CLOUDY,DRY,TRAFFIC SIGNAL,40,39.11752117,-77.16966667,2023-08-08,12:38:00,2023,8,8
MCP13780155,Maryland (State),VEIRS MILL RD,ATLANTIC AVE,SAME DIR REAR END,ROCKVILLE,CLOUDY,DRY,NO CONTROLS,30,39.07544167,-77.11728167,2023-08-07,16:55:00,2023,8,7
MCP13780155,Maryland (State),VEIRS MILL RD,ATLANTIC AVE,SAME DIR REAR END,ROCKVILLE,CLOUDY,DRY,NO CONTROLS,30,39.07544167,-77.11728167,2023-08-07,16:55:00,2023,8,7
DD5664000S,County,CHAPMAN AVE,ROLLINS AVE,HEAD ON LEFT TURN,ROCKVILLE,CLOUDY,DRY,,25,39.05781985,-77.11803094,2023-08-07,10:13:00,2023,8,7
MCP9419004K,Maryland (State),FREDERICK RD,KING FARM BLVD,SAME DIR REAR END,ROCKVILLE,CLEAR,DRY,TRAFFIC SIGNAL,40,39.117035,-77.16878833,2023-08-09,08:47:00,2023,8,9
DD56570012,Municipality,E MONTGOMERY AVE,MONROE ST,OTHER,ROCKVILLE,CLEAR,DRY,,10,39.08402489,-77.14967855,2023-08-05,13:30:00,2023,8,5
MCP2552006B,Maryland (State),HUNGERFORD DR,BEALL AVE #2,HEAD ON LEFT TURN,ROCKVILLE,CLEAR,DRY,TRAFFIC SIGNAL,35,39.08741667,-77.15017167,2023-08-02,18:27:00,2023,8,2
MCP9419004K,Maryland (State),FREDERICK RD,KING FARM BLVD,SAME DIR REAR END,ROCKVILLE,CLEAR,DRY,TRAFFIC SIGNAL,40,39.117035,-77.16878833,2023-08-09,08:47:00,2023,8,9
DD559500DS,Maryland (State),ROCKVILLE PIKE,MT VERNON PL,STRAIGHT MOVEMENT ANGLE,ROCKVILLE,CLOUDY,DRY,STOP SIGN,30,39.078854,-77.14208983,2023-08-05,12:15:00,2023,8,5
MCP2339008K,County,TWINBROOK PKWY,PIER DR,SAME DIRECTION SIDESWIPE,ROCKVILLE,RAINING,WET,NO CONTROLS,35,39.06758717,-77.11393483,2023-08-07,17:45:00,2023,8,7
DD5664000S,County,CHAPMAN AVE,ROLLINS AVE,HEAD ON LEFT TURN,ROCKVILLE,CLOUDY,DRY,,25,39.05781985,-77.11803094,2023-08-07,10:13:00,2023,8,7
DD56100088,Maryland (State),VEIRS MILL RD,ATLANTIC AVE,OTHER,ROCKVILLE,CLEAR,DRY,NO CONTROLS,10,39.07569983,-77.11697883,2023-08-16,14:47:00,2023,8,16
DD5623002L,Maryland (State),FIRST ST,BALTIMORE RD,SAME DIRECTION LEFT TURN,ROCKVILLE,CLEAR,DRY,TRAFFIC SIGNAL,40,39.08455193,-77.13617105,2023-08-14,19:10:00,2023,8,14
DD56100088,Maryland (State),VEIRS MILL RD,ATLANTIC AVE,OTHER,ROCKVILLE,CLEAR,DRY,NO CONTROLS,5,39.07569983,-77.11697883,2023-08-16,14:47:00,2023,8,16
DD561500FM,Maryland (State),ROCKVILLE PIKE,ROLLINS AVE,STRAIGHT MOVEMENT ANGLE,ROCKVILLE,CLEAR,DRY,TRAFFIC SIGNAL,40,39.0754091,-77.13764598,2023-08-13,12:55:00,2023,8,13
DD55750031,Maryland (State),HUNGERFORD DR,COLLEGE PKWY,HEAD ON LEFT TURN,ROCKVILLE,CLEAR,DRY,TRAFFIC SIGNAL,40,39.10344323,-77.15596447,2023-08-16,17:00:00,2023,8,16
DD56430030,Maryland (State),HUNGERFORD DR,N WASHINGTON ST,SINGLE VEHICLE,ROCKVILLE,,DRY,TRAFFIC SIGNAL,35,39.09206109,-77.15329495,2023-08-15,02:34:00,2023,8,15
MCP2108001L,Maryland (State),ROCKVILLE PIKE,TWINBROOK PKWY,HEAD ON LEFT TURN,ROCKVILLE,RAINING,WET,TRAFFIC SIGNAL,35,39.059255,-77.12144667,2023-08-06,22:19:00,2023,8,6
DD561500FM,Maryland (State),ROCKVILLE PIKE,ROLLINS AVE,STRAIGHT MOVEMENT ANGLE,ROCKVILLE,CLEAR,DRY,TRAFFIC SIGNAL,40,39.0754091,-77.13764598,2023-08-13,12:55:00,2023,8,13
MCP2108001L,Maryland (State),ROCKVILLE PIKE,TWINBROOK PKWY,HEAD ON LEFT TURN,ROCKVILLE,RAINING,WET,TRAFFIC SIGNAL,35,39.059255,-77.12144667,2023-08-06,22:19:00,2023,8,6
DD55750031,Maryland (State),HUNGERFORD DR,COLLEGE PKWY,HEAD ON LEFT TURN,ROCKVILLE,CLEAR,DRY,TRAFFIC SIGNAL,40,39.10344323,-77.15596447,2023-08-16,17:00:00,2023,8,16
DD56100089,Maryland (State),HUNGERFORD DR,FREDERICK AVE #2,OTHER,ROCKVILLE,CLEAR,DRY,TRAFFIC SIGNAL,35,39.09445383,-77.15316367,2023-08-21,14:10:00,2023,8,21
MCP241100BV,County,TWINBROOK PKWY,PIER DR,STRAIGHT MOVEMENT ANGLE,ROCKVILLE,CLEAR,DRY,NO CONTROLS,35,39.067955,-77.11440833,2023-08-19,14:27:00,2023,8,19
MCP3350000W,County,MONTROSE RD,TILDENWOOD DR,SAME DIR REAR END,ROCKVILLE,CLEAR,DRY,,35,39.05382167,-77.13903833,2023-08-18,08:30:00,2023,8,18
DD5653002H,Municipality,JEFFERSON PLAZA,FLEET ST,SINGLE VEHICLE,ROCKVILLE,,DRY,NO CONTROLS,10,39.08087535,-77.1464152,2023-08-22,22:00:00,2023,8,22
DD56570013,Maryland (State),HUNGERFORD DR,N WASHINGTON ST,STRAIGHT MOVEMENT ANGLE,ROCKVILLE,CLEAR,DRY,TRAFFIC SIGNAL,35,39.09182317,-77.15343033,2023-08-20,12:30:00,2023,8,20
MCP2503001H,Maryland (State),FREDERICK RD,KING FARM BLVD,SINGLE VEHICLE,ROCKVILLE,CLEAR,DRY,TRAFFIC SIGNAL,45,39.11718167,-77.16909,2023-08-21,21:23:00,2023,8,21
MCP2286005B,Maryland (State),FREDERICK RD,W GUDE DR,SAME DIR REAR END,ROCKVILLE,CLEAR,DRY,TRAFFIC SIGNAL,40,39.10639517,-77.15849067,2023-08-13,15:15:00,2023,8,13
DD56570013,Maryland (State),HUNGERFORD DR,N WASHINGTON ST,STRAIGHT MOVEMENT ANGLE,ROCKVILLE,CLEAR,DRY,TRAFFIC SIGNAL,35,39.09182317,-77.15343033,2023-08-20,12:30:00,2023,8,20
DD55830087,Maryland (State),W MONTGOMERY AVE,WOOD HILL RD,STRAIGHT MOVEMENT ANGLE,ROCKVILLE,CLEAR,DRY,STOP SIGN,40,39.10231267,-77.18874367,2023-08-22,06:15:00,2023,8,22
MCP241100BV,County,TWINBROOK PKWY,PIER DR,STRAIGHT MOVEMENT ANGLE,ROCKVILLE,CLEAR,DRY,NO CONTROLS,35,39.067955,-77.11440833,2023-08-19,14:27:00,2023,8,19
MCP3350000W,County,MONTROSE RD,TILDENWOOD DR,SAME DIR REAR END,ROCKVILLE,CLEAR,DRY,,35,39.05382167,-77.13903833,2023-08-18,08:30:00,2023,8,18
DD56100089,Maryland (State),HUNGERFORD DR,FREDERICK AVE #2,OTHER,ROCKVILLE,CLEAR,DRY,TRAFFIC SIGNAL,35,39.09445383,-77.15316367,2023-08-21,14:10:00,2023,8,21
DD55830087,Maryland (State),W MONTGOMERY AVE,WOOD HILL RD,STRAIGHT MOVEMENT ANGLE,ROCKVILLE,CLEAR,DRY,STOP SIGN,25,39.10231267,-77.18874367,2023-08-22,06:15:00,2023,8,22
MCP2286005B,Maryland (State),FREDERICK RD,W GUDE DR,SAME DIR REAR END,ROCKVILLE,CLEAR,DRY,TRAFFIC SIGNAL,40,39.10639517,-77.15849067,2023-08-13,15:15:00,2023,8,13
DD5607004D,Maryland (State),W MONTGOMERY AVE,HURLEY AVE,SAME DIR REAR END,ROCKVILLE,RAINING,WET,TRAFFIC SIGNAL,35,39.08886167,-77.17807333,2023-08-25,19:30:00,2023,8,25
DD56350048,Municipality,N HORNERS LA,CRABB AVE,STRAIGHT MOVEMENT ANGLE,ROCKVILLE,CLEAR,DRY,STOP SIGN,25,39.08874742,-77.14334448,2023-08-23,13:42:00,2023,8,23
DD5607004D,Maryland (State),W MONTGOMERY AVE,HURLEY AVE,SAME DIR REAR END,ROCKVILLE,RAINING,WET,TRAFFIC SIGNAL,35,39.08886167,-77.17807333,2023-08-25,19:30:00,2023,8,25
MCP31230067,County,MONTROSE RD,FARM HAVEN DR,SAME DIR REAR END,ROCKVILLE,CLEAR,DRY,TRAFFIC SIGNAL,40,39.05447925,-77.14261702,2023-08-21,19:57:00,2023,8,21
MCP31230067,County,MONTROSE RD,FARM HAVEN DR,SAME DIR REAR END,ROCKVILLE,CLEAR,DRY,TRAFFIC SIGNAL,40,39.05447925,-77.14261702,2023-08-21,19:57:00,2023,8,21
DD5652003L,Maryland (State),NORBECK RD,AVERY RD,SAME DIRECTION SIDESWIPE,ROCKVILLE,CLEAR,DRY,TRAFFIC SIGNAL,40,39.0926,-77.123318,2023-08-28,07:27:00,2023,8,28
MCP24550063,Maryland (State),VEIRS MILL RD,MEADOW HALL DR,STRAIGHT MOVEMENT ANGLE,ROCKVILLE,CLEAR,DRY,,40,39.07427404,-77.11384499,2023-08-22,16:38:00,2023,8,22
MCP14330059,County,MONTROSE RD,FARM HAVEN DR,SINGLE VEHICLE,ROCKVILLE,CLEAR,DRY,,35,39.05454,-77.14413333,2023-08-22,21:25:00,2023,8,22
DD56350048,Municipality,N HORNERS LA,CRABB AVE,STRAIGHT MOVEMENT ANGLE,ROCKVILLE,CLEAR,DRY,STOP SIGN,30,39.08874742,-77.14334448,2023-08-23,13:42:00,2023,8,23
DD5502007P,Maryland (State),VEIRS MILL RD,BROADWOOD DR,SAME DIR REAR END,ROCKVILLE,RAINING,WET,NO CONTROLS,40,39.07765435,-77.12553598,2023-08-29,11:45:00,2023,8,29
DD5502007P,Maryland (State),VEIRS MILL RD,BROADWOOD DR,SAME DIR REAR END,ROCKVILLE,RAINING,WET,NO CONTROLS,40,39.07765435,-77.12553598,2023-08-29,11:45:00,2023,8,29
MCP24550063,Maryland (State),VEIRS MILL RD,MEADOW HALL DR,STRAIGHT MOVEMENT ANGLE,ROCKVILLE,CLEAR,DRY,,40,39.07427404,-77.11384499,2023-08-22,16:38:00,2023,8,22
DD5652003K,Municipality,WOOTTON PKWY,W EDMONSTON DR,SAME DIR REAR END,ROCKVILLE,CLEAR,DRY,TRAFFIC SIGNAL,30,39.07259,-77.13823,2023-08-23,13:35:00,2023,8,23
MCP1378015F,Municipality,GAITHER RD,KING FARM BLVD,STRAIGHT MOVEMENT ANGLE,ROCKVILLE,CLOUDY,DRY,TRAFFIC SIGNAL,30,39.11236059,-77.17551764,2023-08-24,13:46:00,2023,8,24
DD5652003L,Maryland (State),NORBECK RD,AVERY RD,SAME DIRECTION SIDESWIPE,ROCKVILLE,CLEAR,DRY,TRAFFIC SIGNAL,40,39.0926,-77.123318,2023-08-28,07:27:00,2023,8,28
MCP3368001H,County,SHADY GROVE RD,RESEARCH BLVD,HEAD ON LEFT TURN,ROCKVILLE,CLEAR,DRY,TRAFFIC SIGNAL,35,39.10499417,-77.19040496,2023-08-18,13:51:00,2023,8,18
MCP30580050,County,SHADY GROVE RD,GAITHER RD,UNKNOWN,ROCKVILLE,CLEAR,DRY,TRAFFIC SIGNAL,45,39.1174693,-77.18373736,2023-08-26,22:53:00,2023,8,26
DD559500DX,Municipality,S STONESTREET AVE,HIGHLAND AVE,OTHER,ROCKVILLE,CLEAR,DRY,TRAFFIC SIGNAL,25,39.08450067,-77.14489617,2023-08-26,15:32:00,2023,8,26
MCP24550063,Maryland (State),VEIRS MILL RD,MEADOW HALL DR,STRAIGHT MOVEMENT ANGLE,ROCKVILLE,CLEAR,DRY,,40,39.07427404,-77.11384499,2023-08-22,16:38:00,2023,8,22
DD559500DX,Municipality,S STONESTREET AVE,HIGHLAND AVE,OTHER,ROCKVILLE,CLEAR,DRY,TRAFFIC SIGNAL,25,39.08450067,-77.14489617,2023-08-26,15:32:00,2023,8,26
MCP1378015F,Municipality,GAITHER RD,KING FARM BLVD,STRAIGHT MOVEMENT ANGLE,ROCKVILLE,CLOUDY,DRY,TRAFFIC SIGNAL,30,39.11236059,-77.17551764,2023-08-24,13:46:00,2023,8,24
DD5652003K,Municipality,WOOTTON PKWY,W EDMONSTON DR,SAME DIR REAR END,ROCKVILLE,CLEAR,DRY,TRAFFIC SIGNAL,30,39.07259,-77.13823,2023-08-23,13:35:00,2023,8,23
MCP24550063,Maryland (State),VEIRS MILL RD,MEADOW HALL DR,STRAIGHT MOVEMENT ANGLE,ROCKVILLE,CLEAR,DRY,,40,39.07427404,-77.11384499,2023-08-22,16:38:00,2023,8,22
MCP30580050,County,SHADY GROVE RD,GAITHER RD,UNKNOWN,ROCKVILLE,CLEAR,DRY,TRAFFIC SIGNAL,45,39.1174693,-77.18373736,2023-08-26,22:53:00,2023,8,26
DD5652003K,Municipality,WOOTTON PKWY,W EDMONSTON DR,SAME DIR REAR END,ROCKVILLE,CLEAR,DRY,TRAFFIC SIGNAL,30,39.07259,-77.13823,2023-08-23,13:35:00,2023,8,23
MCP3368001H,County,SHADY GROVE RD,RESEARCH BLVD,HEAD ON LEFT TURN,ROCKVILLE,CLEAR,DRY,TRAFFIC SIGNAL,35,39.10499417,-77.19040496,2023-08-18,13:51:00,2023,8,18
MCP3368001H,County,SHADY GROVE RD,RESEARCH BLVD,HEAD ON LEFT TURN,ROCKVILLE,CLEAR,DRY,TRAFFIC SIGNAL,35,39.10499417,-77.19040496,2023-08-18,13:51:00,2023,8,18
MCP30580051,Municipality,CRABB AVE,FIRST ST,OTHER,ROCKVILLE,CLEAR,DRY,NO CONTROLS,20,39.089465,-77.13692,2023-09-01,23:50:00,2023,9,1
DD5668000D,Municipality,DOUGLAS AVE,LINCOLN AVE,OTHER,ROCKVILLE,CLEAR,DRY,NO CONTROLS,25,39.09342309,-77.14743525,2023-07-11,22:11:00,2023,7,11
DD56570016,Municipality,SPRING AVE,DOUGLAS AVE,SAME DIR REAR END,ROCKVILLE,CLEAR,DRY,,5,39.09346254,-77.14829972,2023-09-01,08:00:00,2023,9,1
HA2485000Z,Municipality,TWINBROOK PKWY,VEIRS MILL SERV RD,SAME DIRECTION SIDESWIPE,ROCKVILLE,CLEAR,DRY,NO CONTROLS,35,39.06989822,-77.11398595,2023-08-30,11:01:00,2023,8,30
MCP2466004H,Municipality,FALLSGROVE BLVD,PRETTYMAN DR,STRAIGHT MOVEMENT ANGLE,ROCKVILLE,CLEAR,DRY,STOP SIGN,25,39.09635575,-77.19291326,2023-08-30,20:35:00,2023,8,30
DD562000B0,Municipality,W GUDE DR,WATKINS POND BLVD,STRAIGHT MOVEMENT ANGLE,ROCKVILLE,CLEAR,DRY,TRAFFIC SIGNAL,45,39.10679833,-77.16671146,2023-09-01,08:25:00,2023,9,1
DD56570016,Municipality,SPRING AVE,DOUGLAS AVE,SAME DIR REAR END,ROCKVILLE,CLEAR,DRY,,5,39.09346254,-77.14829972,2023-09-01,08:00:00,2023,9,1
MCP1205009J,County,MONTROSE RD,TOWER OAKS BLVD,SAME DIRECTION RIGHT TURN,ROCKVILLE,CLEAR,DRY,NO CONTROLS,30,39.05563973,-77.14930257,2023-08-31,12:11:00,2023,8,31
DD5651003Q,Maryland (State),HUNGERFORD DR,COLLEGE PKWY,STRAIGHT MOVEMENT ANGLE,ROCKVILLE,CLEAR,DRY,TRAFFIC SIGNAL,35,39.10341886,-77.15607765,2023-09-05,08:07:00,2023,9,5
MCP2466004H,Municipality,FALLSGROVE BLVD,PRETTYMAN DR,STRAIGHT MOVEMENT ANGLE,ROCKVILLE,CLEAR,DRY,STOP SIGN,25,39.09635575,-77.19291326,2023-08-30,20:35:00,2023,8,30
DD56310057,Municipality,WOOTTON PKWY,W EDMONSTON DR,SINGLE VEHICLE,ROCKVILLE,CLEAR,DRY,NO CONTROLS,35,39.06945383,-77.144622,2023-09-03,19:06:00,2023,9,3
MCP9399001Z,Municipality,SEVEN LOCKS RD,WOOTTON PKWY,SAME DIR REAR END,ROCKVILLE,CLEAR,DRY,YIELD SIGN,35,39.24566833,-77.25255,2023-09-01,16:08:00,2023,9,1
MCP9399001Z,Municipality,SEVEN LOCKS RD,WOOTTON PKWY,SAME DIR REAR END,ROCKVILLE,CLEAR,DRY,YIELD SIGN,35,39.24566833,-77.25255,2023-09-01,16:08:00,2023,9,1
HA2485000Z,Municipality,TWINBROOK PKWY,VEIRS MILL SERV RD,SAME DIRECTION SIDESWIPE,ROCKVILLE,CLEAR,DRY,NO CONTROLS,35,39.06989822,-77.11398595,2023-08-30,11:01:00,2023,8,30
DD562000B0,Municipality,W GUDE DR,WATKINS POND BLVD,STRAIGHT MOVEMENT ANGLE,ROCKVILLE,CLEAR,DRY,TRAFFIC SIGNAL,45,39.10679833,-77.16671146,2023-09-01,08:25:00,2023,9,1
MCP22700025,County,MONTROSE RD,TILDENWOOD DR,SAME DIR REAR END,ROCKVILLE,CLEAR,DRY,NO CONTROLS,40,39.05438333,-77.14111167,2023-08-31,08:00:00,2023,8,31
MCP1205009J,County,MONTROSE RD,TOWER OAKS BLVD,SAME DIRECTION RIGHT TURN,ROCKVILLE,CLEAR,DRY,NO CONTROLS,30,39.05563973,-77.14930257,2023-08-31,12:11:00,2023,8,31
DD5651003Q,Maryland (State),HUNGERFORD DR,COLLEGE PKWY,STRAIGHT MOVEMENT ANGLE,ROCKVILLE,CLEAR,DRY,TRAFFIC SIGNAL,35,39.10341886,-77.15607765,2023-09-05,08:07:00,2023,9,5
MCP22700025,County,MONTROSE RD,TILDENWOOD DR,SAME DIR REAR END,ROCKVILLE,CLEAR,DRY,NO CONTROLS,40,39.05438333,-77.14111167,2023-08-31,08:00:00,2023,8,31
MCP28880025,Maryland (State),HUNGERFORD DR,COLLEGE PKWY,SAME DIR REAR END,ROCKVILLE,,DRY,TRAFFIC SIGNAL,40,39.10294883,-77.15547733,2023-08-09,23:14:00,2023,8,9
DD55200024,Municipality,E GUDE DR,ROTHGEB DR,SAME DIR REAR END,ROCKVILLE,CLEAR,DRY,,40,39.08497878,-77.15095411,2023-09-08,14:45:00,2023,9,8
DD5651003S,Municipality,N STONESTREET AVE,WOODLAND RD,STRAIGHT MOVEMENT ANGLE,ROCKVILLE,CLEAR,DRY,STOP SIGN,25,39.08910144,-77.14859295,2023-09-08,14:58:00,2023,9,8
DD56120045,Municipality,KERSEY LA,ORCHARD WAY S,SAME DIRECTION SIDESWIPE,ROCKVILLE,CLOUDY,DRY,OTHER,25,39.06570872,-77.17194067,2023-09-07,14:23:00,2023,9,7
DD56700007,Municipality,MARYLAND AVE,PROSPECT HILL PL,SAME DIR REAR END,ROCKVILLE,,DRY,NO CONTROLS,30,39.07707262,-77.16016872,2023-09-12,18:26:00,2023,9,12
DD5664000X,Maryland (State),NORBECK RD,AVERY RD,OTHER,ROCKVILLE,,DRY,TRAFFIC SIGNAL,45,39.09317568,-77.12281141,2023-09-08,07:06:00,2023,9,8
DD56430031,Maryland (State),ROCKVILLE PIKE,TWINBROOK PKWY,HEAD ON LEFT TURN,ROCKVILLE,,DRY,TRAFFIC SIGNAL,35,39.05887919,-77.12128027,2023-09-07,19:25:00,2023,9,7
