Report Number,Route Type,Road Name,Cross-Street Name,Collision Type,Municipality,Weather,Surface Condition,Traffic Control,Speed Limit,Latitude,Longitude,Date,Time,Year,Month,Day
EJ78850036,Municipality,FIRSTFIELD RD,QUINCE ORCHARD BLVD,STRAIGHT MOVEMENT ANGLE,GAITHERSBURG,CLEAR,DRY,STOP SIGN,30,39.1419905,-77.22437083,2023-07-20,14:48:00,2023,7,20
MCP3161005H,Maryland (State),BRADLEY LA,WEST AVE,SAME DIR REAR END,CHEVY CHASE #4,CLEAR,DRY,NO CONTROLS,25,38.97718617,-77.08832426,2023-07-27,16:14:00,2023,7,27
DM8476004Z,Maryland (State),NEW HAMPSHIRE AVE,HOLTON LA,SAME DIRECTION RIGHT TURN,TAKOMA PARK,CLEAR,DRY,,35,38.98594692,-76.98815939,2023-07-22,17:10:00,2023,7,22
EJ78940034,Municipality,W DEER PARK RD,CEDAR AVE,SAME DIR REAR END,GAITHERSBURG,CLEAR,DRY,NO CONTROLS,25,39.13346347,-77.20338598,2023-07-15,10:47:00,2023,7,15
DD56700006,Maryland (State),ROCKVILLE PIKE,W EDMONSTON DR,STRAIGHT MOVEMENT ANGLE,ROCKVILLE,,DRY,TRAFFIC SIGNAL,40,39.07443097,-77.13564536,2023-07-22,04:07:00,2023,7,22
MCP25520068,Maryland (State),FREDERICK RD,RIDGEMONT AVE,HEAD ON LEFT TURN,ROCKVILLE,CLEAR,WET,TRAFFIC SIGNAL,35,39.1190664,-77.1719867,2023-07-25,21:57:00,2023,7,25
DD5652003G,Maryland (State),NORBECK RD,AVERY RD,SAME DIR REAR END,ROCKVILLE,CLEAR,DRY,TRAFFIC SIGNAL,50,39.09322594,-77.12211346,2023-07-21,14:26:00,2023,7,21
MCP2450004J,County,LONGDRAFT RD,PHEASANT RUN DR,STRAIGHT MOVEMENT ANGLE,GAITHERSBURG,,DRY,STOP SIGN,35,39.14465,-77.23838333,2023-07-22,15:49:00,2023,7,22
EJ78520080,Maryland (State),FREDERICK RD,MARYLAND AVE,HEAD ON LEFT TURN,GAITHERSBURG,,DRY,NO CONTROLS,30,39.14496884,-77.20256724,2023-07-16,16:40:00,2023,7,16
DD56700006,Maryland (State),ROCKVILLE PIKE,W EDMONSTON DR,STRAIGHT MOVEMENT ANGLE,ROCKVILLE,,DRY,TRAFFIC SIGNAL,30,39.07443097,-77.13564536,2023-07-22,04:07:00,2023,7,22
EJ78850036,Municipality,FIRSTFIELD RD,QUINCE ORCHARD BLVD,STRAIGHT MOVEMENT ANGLE,GAITHERSBURG,CLEAR,DRY,STOP SIGN,30,39.1419905,-77.22437083,2023-07-20,14:48:00,2023,7,20
DD55830085,Maryland (State),HUNGERFORD DR,MANNAKEE ST,SAME DIR REAR END,ROCKVILLE,CLEAR,DRY,TRAFFIC SIGNAL,35,39.09632033,-77.153139,2023-07-24,10:52:00,2023,7,24
DD5668000H,Maryland (State),NORBECK RD,E GUDE DR,SAME DIR REAR END,ROCKVILLE,CLEAR,DRY,TRAFFIC SIGNAL,35,39.09056891,-77.12841149,2023-07-24,18:56:00,2023,7,24
MCP3161005H,Maryland (State),BRADLEY LA,WEST AVE,SAME DIR REAR END,CHEVY CHASE #4,CLEAR,DRY,NO CONTROLS,25,38.97718617,-77.08832426,2023-07-27,16:14:00,2023,7,27
EJ7898000L,Maryland (State),MONTGOMERY VILLAGE AVE,RUSSELL AVE,STRAIGHT MOVEMENT ANGLE,GAITHERSBURG,CLEAR,,TRAFFIC SIGNAL,35,39.15437715,-77.20926953,2023-07-20,21:38:00,2023,7,20
EJ78520080,Maryland (State),FREDERICK RD,MARYLAND AVE,HEAD ON LEFT TURN,GAITHERSBURG,,DRY,NO CONTROLS,30,39.14496884,-77.20256724,2023-07-16,16:40:00,2023,7,16
DM8499001H,Maryland (State),FLOWER AVE,HOUSTON AVE,STRAIGHT MOVEMENT ANGLE,TAKOMA PARK,CLEAR,DRY,STOP SIGN,25,38.98106155,-77.00592471,2023-07-21,12:48:00,2023,7,21
EJ78940034,Municipality,W DEER PARK RD,CEDAR AVE,SAME DIR REAR END,GAITHERSBURG,CLEAR,DRY,NO CONTROLS,25,39.13346347,-77.20338598,2023-07-15,10:47:00,2023,7,15
DD5643002Y,Maryland (State),W JEFFERSON ST,S VAN BUREN ST,SAME DIR REAR END,ROCKVILLE,CLEAR,DRY,NO CONTROLS,35,39.08325452,-77.15625709,2023-07-22,23:00:00,2023,7,22
DD5668000G,Maryland (State),FREDERICK RD,KING FARM BLVD,HEAD ON LEFT TURN,ROCKVILLE,CLEAR,DRY,TRAFFIC SIGNAL,25,39.11721722,-77.16898412,2023-07-20,16:51:00,2023,7,20
EJ7876005W,Maryland (State),FREDERICK RD,MARYLAND AVE,ANGLE MEETS RIGHT TURN,GAITHERSBURG,CLEAR,DRY,STOP SIGN,30,39.14488947,-77.20287035,2023-07-23,20:20:00,2023,7,23
EJ7898000L,Maryland (State),MONTGOMERY VILLAGE AVE,RUSSELL AVE,STRAIGHT MOVEMENT ANGLE,GAITHERSBURG,CLEAR,,TRAFFIC SIGNAL,35,39.15437715,-77.20926953,2023-07-20,21:38:00,2023,7,20
MCP25520068,Maryland (State),FREDERICK RD,RIDGEMONT AVE,HEAD ON LEFT TURN,ROCKVILLE,CLEAR,WET,TRAFFIC SIGNAL,35,39.1190664,-77.1719867,2023-07-25,21:57:00,2023,7,25
EJ7858007Y,Maryland (State),FREDERICK RD,WALKER AVE,OTHER,GAITHERSBURG,CLEAR,DRY,STOP SIGN,30,39.14368238,-77.20112613,2023-07-22,12:10:00,2023,7,22
MCP242500HS,Maryland (State),WISCONSIN AVE,S PARK AVE,SAME DIRECTION SIDESWIPE,FRIENDSHIP HEIGHTS,CLEAR,DRY,TRAFFIC SIGNAL,30,38.96343167,-77.08710167,2023-07-18,15:07:00,2023,7,18
MCP2450004J,County,LONGDRAFT RD,PHEASANT RUN DR,STRAIGHT MOVEMENT ANGLE,GAITHERSBURG,,DRY,STOP SIGN,35,39.14465,-77.23838333,2023-07-22,15:49:00,2023,7,22
DD5652003G,Maryland (State),NORBECK RD,AVERY RD,SAME DIR REAR END,ROCKVILLE,CLEAR,DRY,TRAFFIC SIGNAL,50,39.09322594,-77.12211346,2023-07-21,14:26:00,2023,7,21
DD5643002Y,Maryland (State),W JEFFERSON ST,S VAN BUREN ST,SAME DIR REAR END,ROCKVILLE,CLEAR,DRY,NO CONTROLS,35,39.08325452,-77.15625709,2023-07-22,23:00:00,2023,7,22
DM8476004Z,Maryland (State),NEW HAMPSHIRE AVE,HOLTON LA,SAME DIRECTION RIGHT TURN,TAKOMA PARK,CLEAR,DRY,,35,38.98594692,-76.98815939,2023-07-22,17:10:00,2023,7,22
DD55830085,Maryland (State),HUNGERFORD DR,MANNAKEE ST,SAME DIR REAR END,ROCKVILLE,CLEAR,DRY,TRAFFIC SIGNAL,35,39.09632033,-77.153139,2023-07-24,10:52:00,2023,7,24
DD5668000G,Maryland (State),FREDERICK RD,KING FARM BLVD,HEAD ON LEFT TURN,ROCKVILLE,CLEAR,DRY,TRAFFIC SIGNAL,25,39.11721722,-77.16898412,2023-07-20,16:51:00,2023,7,20
MCP3161005H,Maryland (State),BRADLEY LA,WEST AVE,SAME DIR REAR END,CHEVY CHASE #4,CLEAR,DRY,NO CONTROLS,25,38.97718617,-77.08832426,2023-07-27,16:14:00,2023,7,27
DD559500DQ,Municipality,EDMONSTON DR,CRAWFORD DR,OTHER,ROCKVILLE,CLEAR,DRY,NO CONTROLS,25,39.07683,-77.13133667,2023-07-23,12:13:00,2023,7,23
DD5668000H,Maryland (State),NORBECK RD,E GUDE DR,SAME DIR REAR END,ROCKVILLE,CLEAR,DRY,TRAFFIC SIGNAL,35,39.09056891,-77.12841149,2023-07-24,18:56:00,2023,7,24
MCP242500HS,Maryland (State),WISCONSIN AVE,S PARK AVE,SAME DIRECTION SIDESWIPE,FRIENDSHIP HEIGHTS,CLEAR,DRY,TRAFFIC SIGNAL,30,38.96343167,-77.08710167,2023-07-18,15:07:00,2023,7,18
EJ7876005W,Maryland (State),FREDERICK RD,MARYLAND AVE,ANGLE MEETS RIGHT TURN,GAITHERSBURG,CLEAR,DRY,STOP SIGN,30,39.14488947,-77.20287035,2023-07-23,20:20:00,2023,7,23
EJ78850037,Maryland (State),MONTGOMERY VILLAGE AVE,RUSSELL AVE,STRAIGHT MOVEMENT ANGLE,GAITHERSBURG,,DRY,TRAFFIC SIGNAL,35,39.15424833,-77.20945717,2023-07-20,20:00:00,2023,7,20
EJ78850037,Maryland (State),MONTGOMERY VILLAGE AVE,RUSSELL AVE,STRAIGHT MOVEMENT ANGLE,GAITHERSBURG,,DRY,TRAFFIC SIGNAL,35,39.15424833,-77.20945717,2023-07-20,20:00:00,2023,7,20
DM8499001H,Maryland (State),FLOWER AVE,HOUSTON AVE,STRAIGHT MOVEMENT ANGLE,TAKOMA PARK,CLEAR,DRY,STOP SIGN,25,38.98106155,-77.00592471,2023-07-21,12:48:00,2023,7,21
DD561500FH,Maryland (State),ROCKVILLE PIKE,RICHARD MONTGOMERY DR,STRAIGHT MOVEMENT ANGLE,ROCKVILLE,CLEAR,DRY,TRAFFIC SIGNAL,25,39.08383985,-77.15311808,2023-07-25,15:20:00,2023,7,25
DD561500FH,Maryland (State),ROCKVILLE PIKE,RICHARD MONTGOMERY DR,STRAIGHT MOVEMENT ANGLE,ROCKVILLE,CLEAR,DRY,TRAFFIC SIGNAL,35,39.08383985,-77.15311808,2023-07-25,15:20:00,2023,7,25
MCP2361002N,Municipality,RUSSELL AVE,ODENDHAL AVE,SAME DIR REAR END,GAITHERSBURG,CLEAR,DRY,TRAFFIC SIGNAL,35,39.15092167,-77.20496833,2023-08-01,19:43:00,2023,8,1
MCP3295002Y,Maryland (State),CONNECTICUT AVE,SHEPHERD ST,SAME DIRECTION SIDESWIPE,CHEVY CHASE #3,CLEAR,DRY,NO CONTROLS,30,38.97900147,-77.0772196,2023-07-28,08:39:00,2023,7,28
MCP3368001B,Maryland (State),FREDERICK RD,CHRISTOPHER AVE,SAME DIRECTION SIDESWIPE,GAITHERSBURG,CLEAR,DRY,NO CONTROLS,40,39.15525946,-77.21551461,2023-07-26,10:00:00,2023,7,26
MCP3295002Y,Maryland (State),CONNECTICUT AVE,SHEPHERD ST,SAME DIRECTION SIDESWIPE,CHEVY CHASE #3,CLEAR,DRY,NO CONTROLS,30,38.97900147,-77.0772196,2023-07-28,08:39:00,2023,7,28
DD5644003C,Municipality,N WASHINGTON ST,DAWSON AVE,SAME DIRECTION SIDESWIPE,ROCKVILLE,CLEAR,DRY,,25,39.0889775,-77.15369233,2023-07-29,20:17:00,2023,7,29
MCP2361002N,Municipality,RUSSELL AVE,ODENDHAL AVE,SAME DIR REAR END,GAITHERSBURG,CLEAR,DRY,TRAFFIC SIGNAL,35,39.15092167,-77.20496833,2023-08-01,19:43:00,2023,8,1
EJ7876005X,Maryland (State),S FREDERICK RD,FAIRBANKS BLVD,SAME DIR REAR END,GAITHERSBURG,CLEAR,DRY,NO CONTROLS,40,39.13306509,-77.18987297,2023-07-28,15:30:00,2023,7,28
MCP2863002X,County,MIDCOUNTY HWY,SAYBROOKE OAKS BLVD,SAME DIR REAR END,GAITHERSBURG,CLEAR,DRY,TRAFFIC SIGNAL,50,39.15084183,-77.17476683,2023-08-01,15:15:00,2023,8,1
MCP285900DD,County,FIELDS RD,RIO BLVD,SINGLE VEHICLE,GAITHERSBURG,CLEAR,DRY,NO CONTROLS,30,39.1159395,-77.20444058,2023-07-25,13:19:00,2023,7,25
MCP2899006R,County,MUDDY BRANCH RD,MIDSUMMER DR,STRAIGHT MOVEMENT ANGLE,GAITHERSBURG,CLEAR,DRY,STOP SIGN,25,39.10445833,-77.22004167,2023-07-29,17:55:00,2023,7,29
EJ78760060,Maryland (State),CLOPPER RD,FIRSTFIELD RD,STRAIGHT MOVEMENT ANGLE,GAITHERSBURG,CLEAR,DRY,NO CONTROLS,35,39.14408643,-77.22481667,2023-07-30,15:20:00,2023,7,30
DD5652003H,Maryland (State),NORBECK RD,E GUDE DR,SAME DIR REAR END,ROCKVILLE,CLEAR,DRY,TRAFFIC SIGNAL,40,39.09058991,-77.12834758,2023-07-31,10:40:00,2023,7,31
EJ785600BZ,Municipality,KENTLANDS BLVD,MARKET ST,OTHER,GAITHERSBURG,CLOUDY,DRY,STOP SIGN,25,39.1232753,-77.2360439,2023-08-02,18:37:00,2023,8,2
MCP3368001B,Maryland (State),FREDERICK RD,CHRISTOPHER AVE,SAME DIRECTION SIDESWIPE,GAITHERSBURG,CLEAR,DRY,NO CONTROLS,40,39.15525946,-77.21551461,2023-07-26,10:00:00,2023,7,26
DD5652003H,Maryland (State),NORBECK RD,E GUDE DR,SAME DIR REAR END,ROCKVILLE,CLEAR,DRY,TRAFFIC SIGNAL,40,39.09058991,-77.12834758,2023-07-31,10:40:00,2023,7,31
EJ78760060,Maryland (State),CLOPPER RD,FIRSTFIELD RD,STRAIGHT MOVEMENT ANGLE,GAITHERSBURG,CLEAR,DRY,NO CONTROLS,35,39.14408643,-77.22481667,2023-07-30,15:20:00,2023,7,30
MCP2863002X,County,MIDCOUNTY HWY,SAYBROOKE OAKS BLVD,SAME DIR REAR END,GAITHERSBURG,CLEAR,DRY,TRAFFIC SIGNAL,50,39.15084183,-77.17476683,2023-08-01,15:15:00,2023,8,1
EJ7809003W,County,N SUMMIT AVE,PARK AVE,SINGLE VEHICLE,GAITHERSBURG,CLEAR,DRY,NO CONTROLS,15,39.14494278,-77.19249225,2023-07-22,17:01:00,2023,7,22
MCP33510017,Maryland (State),UNIVERSITY BLVD E,MERRIMAC DR,SAME DIR REAR END,TAKOMA PARK,CLEAR,DRY,,30,38.99306483,-76.99201283,2023-07-29,13:27:00,2023,7,29
MCP32610018,Municipality,E DIAMOND AVE,N SUMMIT AVE,HEAD ON LEFT TURN,GAITHERSBURG,,DRY,TRAFFIC SIGNAL,25,39.142305,-77.19340167,2023-07-31,21:47:00,2023,7,31
DM8522000N,Maryland (State),FLOWER AVE,ERIE AVE,OTHER,TAKOMA PARK,CLEAR,DRY,NO CONTROLS,25,38.99556248,-77.0027879,2023-07-30,22:29:00,2023,7,30
EJ7888004M,Maryland (State),QUINCE ORCHARD RD,TWIN LAKES DR,STRAIGHT MOVEMENT ANGLE,GAITHERSBURG,CLEAR,DRY,TRAFFIC SIGNAL,45,39.12901825,-77.2302291,2023-07-25,15:15:00,2023,7,25
DD56690004,Maryland (State),VEIRS MILL RD,ATLANTIC AVE,HEAD ON LEFT TURN,ROCKVILLE,CLEAR,DRY,TRAFFIC SIGNAL,35,39.07499017,-77.1155822,2023-07-27,21:32:00,2023,7,27
DM84780020,Municipality,FENTON ST,TAKOMA AVE,HEAD ON,TAKOMA PARK,CLEAR,DRY,NO CONTROLS,25,38.98320449,-77.02172274,2023-07-14,22:20:00,2023,7,14
DD56690004,Maryland (State),VEIRS MILL RD,ATLANTIC AVE,HEAD ON LEFT TURN,ROCKVILLE,CLEAR,DRY,TRAFFIC SIGNAL,35,39.07499017,-77.1155822,2023-07-27,21:32:00,2023,7,27
MCP32610018,Municipality,E DIAMOND AVE,N SUMMIT AVE,HEAD ON LEFT TURN,GAITHERSBURG,,DRY,TRAFFIC SIGNAL,25,39.142305,-77.19340167,2023-07-31,21:47:00,2023,7,31
DM84780020,Municipality,FENTON ST,TAKOMA AVE,HEAD ON,TAKOMA PARK,CLEAR,DRY,NO CONTROLS,25,38.98320449,-77.02172274,2023-07-14,22:20:00,2023,7,14
EJ7899000V,Municipality,BRIGHTON CT,BRIGHTON DR,OPPOSITE DIRECTION SIDESWIPE,GAITHERSBURG,CLEAR,DRY,STOP SIGN,10,39.12296525,-77.24824337,2023-07-31,21:11:00,2023,7,31
EJ7873007T,Maryland (State),MONTGOMERY VILLAGE AVE,RUSSELL AVE,SINGLE VEHICLE,GAITHERSBURG,CLEAR,DRY,TRAFFIC SIGNAL,35,39.15473595,-77.20965983,2023-07-25,17:56:00,2023,7,25
EJ7888004M,Maryland (State),QUINCE ORCHARD RD,TWIN LAKES DR,STRAIGHT MOVEMENT ANGLE,GAITHERSBURG,CLEAR,DRY,TRAFFIC SIGNAL,45,39.12901825,-77.2302291,2023-07-25,15:15:00,2023,7,25
EJ7888004Q,Municipality,SCHOOL DR,STORY DR,SAME DIR REAR END,GAITHERSBURG,CLEAR,DRY,NO CONTROLS,25,39.11936975,-77.21264218,2023-08-01,12:00:00,2023,8,1
DD5660000F,Municipality,PRETTYMAN DR,JAY DR,SAME DIR REAR END,ROCKVILLE,RAINING,WET,NO CONTROLS,35,39.09482,-77.19386583,2023-07-27,21:12:00,2023,7,27
DD5644003C,Municipality,N WASHINGTON ST,DAWSON AVE,SAME DIRECTION SIDESWIPE,ROCKVILLE,CLEAR,DRY,,25,39.0889775,-77.15369233,2023-07-29,20:17:00,2023,7,29
EJ7899000V,Municipality,BRIGHTON CT,BRIGHTON DR,OPPOSITE DIRECTION SIDESWIPE,GAITHERSBURG,CLEAR,DRY,STOP SIGN,10,39.12296525,-77.24824337,2023-07-31,21:11:00,2023,7,31
DM85040017,Maryland (State),PHILADELPHIA AVE,CHESTNUT AVE,STRAIGHT MOVEMENT ANGLE,TAKOMA PARK,CLEAR,DRY,STOP SIGN,15,38.98298779,-77.0149523,2023-07-28,14:31:00,2023,7,28
MCP23390086,Municipality,E GUDE DR,TAFT ST,OTHER,ROCKVILLE,CLEAR,DRY,NO CONTROLS,35,39.09669446,-77.1353897,2023-05-10,17:01:00,2023,5,10
MCP219800DH,Municipality,QUINCE ORCHARD BLVD,RABBITT RD,SAME DIRECTION RIGHT TURN,GAITHERSBURG,CLEAR,DRY,NO CONTROLS,25,39.14174,-77.22781167,2023-07-30,15:55:00,2023,7,30
EJ7876005X,Maryland (State),S FREDERICK RD,FAIRBANKS BLVD,SAME DIR REAR END,GAITHERSBURG,CLEAR,DRY,NO CONTROLS,40,39.13306509,-77.18987297,2023-07-28,15:30:00,2023,7,28
DM85040017,Maryland (State),PHILADELPHIA AVE,CHESTNUT AVE,STRAIGHT MOVEMENT ANGLE,TAKOMA PARK,CLEAR,DRY,STOP SIGN,25,38.98298779,-77.0149523,2023-07-28,14:31:00,2023,7,28
MCP2899006R,County,MUDDY BRANCH RD,MIDSUMMER DR,STRAIGHT MOVEMENT ANGLE,GAITHERSBURG,CLEAR,DRY,STOP SIGN,45,39.10445833,-77.22004167,2023-07-29,17:55:00,2023,7,29
DM8522000N,Maryland (State),FLOWER AVE,ERIE AVE,OTHER,TAKOMA PARK,CLEAR,DRY,NO CONTROLS,25,38.99556248,-77.0027879,2023-07-30,22:29:00,2023,7,30
DD5652003H,Maryland (State),NORBECK RD,E GUDE DR,SAME DIR REAR END,ROCKVILLE,CLEAR,DRY,TRAFFIC SIGNAL,40,39.09058991,-77.12834758,2023-07-31,10:40:00,2023,7,31
MCP33510017,Maryland (State),UNIVERSITY BLVD E,MERRIMAC DR,SAME DIR REAR END,TAKOMA PARK,CLEAR,DRY,,30,38.99306483,-76.99201283,2023-07-29,13:27:00,2023,7,29
EJ7887002R,County,MUDDY BRANCH RD,WEST SIDE DR,STRAIGHT MOVEMENT ANGLE,GAITHERSBURG,CLOUDY,DRY,TRAFFIC SIGNAL,35,39.12728747,-77.20937108,2023-08-03,15:40:00,2023,8,3
DD559500DS,Maryland (State),ROCKVILLE PIKE,MT VERNON PL,STRAIGHT MOVEMENT ANGLE,ROCKVILLE,CLOUDY,DRY,STOP SIGN,25,39.078854,-77.14208983,2023-08-05,12:15:00,2023,8,5
EJ7898000P,Maryland (State),QUINCE ORCHARD RD,TWIN LAKES DR,SAME DIRECTION RIGHT TURN,GAITHERSBURG,CLEAR,DRY,,40,39.1300055,-77.22736824,2023-08-10,07:20:00,2023,8,10
DD56570012,Municipality,E MONTGOMERY AVE,MONROE ST,OTHER,ROCKVILLE,CLEAR,DRY,,10,39.08402489,-77.14967855,2023-08-05,13:30:00,2023,8,5
MCP33680019,Maryland (State),QUINCE ORCHARD RD,BANK ST,HEAD ON LEFT TURN,GAITHERSBURG,CLEAR,DRY,TRAFFIC SIGNAL,35,39.14006583,-77.22206817,2023-07-25,10:00:00,2023,7,25
MCP13780156,Maryland (State),FREDERICK RD,KING FARM BLVD,SAME DIR REAR END,ROCKVILLE,CLOUDY,DRY,TRAFFIC SIGNAL,40,39.11752117,-77.16966667,2023-08-08,12:38:00,2023,8,8
EJ78520084,Municipality,W DEER PARK RD,DUVALL LA,STRAIGHT MOVEMENT ANGLE,GAITHERSBURG,,DRY,STOP SIGN,25,39.12943225,-77.20086051,2023-07-29,12:29:00,2023,7,29
EJ78950045,Maryland (State),FREDERICK RD,WATKINS MILL RD,SAME DIR REAR END,GAITHERSBURG,CLEAR,DRY,TRAFFIC SIGNAL,35,39.15912885,-77.22006092,2023-08-07,13:00:00,2023,8,7
EJ78520084,Municipality,W DEER PARK RD,DUVALL LA,STRAIGHT MOVEMENT ANGLE,GAITHERSBURG,,DRY,STOP SIGN,25,39.12943225,-77.20086051,2023-07-29,12:29:00,2023,7,29
DD5612003Z,Maryland (State),W MONTGOMERY AVE,RESEARCH BLVD,SAME DIR REAR END,ROCKVILLE,CLEAR,DRY,TRAFFIC SIGNAL,45,39.09082052,-77.17911591,2023-08-09,13:37:00,2023,8,9
EJ7887002R,County,MUDDY BRANCH RD,WEST SIDE DR,STRAIGHT MOVEMENT ANGLE,GAITHERSBURG,CLOUDY,DRY,TRAFFIC SIGNAL,35,39.12728747,-77.20937108,2023-08-03,15:40:00,2023,8,3
MCP2760003X,Municipality,WATKINS MILL RD,RUSSELL AVE,STRAIGHT MOVEMENT ANGLE,GAITHERSBURG,CLEAR,DRY,NO CONTROLS,30,39.15998333,-77.21581667,2023-07-28,15:11:00,2023,7,28
MCP2339008K,County,TWINBROOK PKWY,PIER DR,SAME DIRECTION SIDESWIPE,ROCKVILLE,RAINING,WET,NO CONTROLS,35,39.06758717,-77.11393483,2023-08-07,17:45:00,2023,8,7
EJ7885003C,Maryland (State),FREDERICK RD,MONTGOMERY AVE,OTHER,GAITHERSBURG,CLEAR,DRY,NO CONTROLS,10,39.14658767,-77.20356783,2023-08-08,17:02:00,2023,8,8
MCP2552006B,Maryland (State),HUNGERFORD DR,BEALL AVE #2,HEAD ON LEFT TURN,ROCKVILLE,CLEAR,DRY,TRAFFIC SIGNAL,35,39.08741667,-77.15017167,2023-08-02,18:27:00,2023,8,2
MCP13780156,Maryland (State),FREDERICK RD,KING FARM BLVD,SAME DIR REAR END,ROCKVILLE,CLOUDY,DRY,TRAFFIC SIGNAL,40,39.11752117,-77.16966667,2023-08-08,12:38:00,2023,8,8
EJ7898000P,Maryland (State),QUINCE ORCHARD RD,TWIN LAKES DR,SAME DIRECTION RIGHT TURN,GAITHERSBURG,CLEAR,DRY,,40,39.1300055,-77.22736824,2023-08-10,07:20:00,2023,8,10
DD5612003Z,Maryland (State),W MONTGOMERY AVE,RESEARCH BLVD,SAME DIR REAR END,ROCKVILLE,CLEAR,DRY,TRAFFIC SIGNAL,45,39.09082052,-77.17911591,2023-08-09,13:37:00,2023,8,9
DM8497001S,Municipality,KIRKLYNN AVE,NEW HAMPSHIRE AVE SERV RD,SAME DIRECTION SIDESWIPE,TAKOMA PARK,CLEAR,DRY,NO CONTROLS,25,38.98802196,-76.98874838,2023-08-01,12:30:00,2023,8,1
MCP13780155,Maryland (State),VEIRS MILL RD,ATLANTIC AVE,SAME DIR REAR END,ROCKVILLE,CLOUDY,DRY,NO CONTROLS,30,39.07544167,-77.11728167,2023-08-07,16:55:00,2023,8,7
DD5612003Z,Maryland (State),W MONTGOMERY AVE,RESEARCH BLVD,SAME DIR REAR END,ROCKVILLE,CLEAR,DRY,TRAFFIC SIGNAL,45,39.09082052,-77.17911591,2023-08-09,13:37:00,2023,8,9
DD5612003Z,Maryland (State),W MONTGOMERY AVE,RESEARCH BLVD,SAME DIR REAR END,ROCKVILLE,CLEAR,DRY,TRAFFIC SIGNAL,45,39.09082052,-77.17911591,2023-08-09,13:37:00,2023,8,9
MCP13780156,Maryland (State),FREDERICK RD,KING FARM BLVD,SAME DIR REAR END,ROCKVILLE,CLOUDY,DRY,TRAFFIC SIGNAL,40,39.11752117,-77.16966667,2023-08-08,12:38:00,2023,8,8
EJ78520086,Maryland (State),FREDERICK RD,PERRY PKWY,SAME DIRECTION SIDESWIPE,GAITHERSBURG,,DRY,TRAFFIC SIGNAL,40,39.15018462,-77.20920973,2023-07-28,16:18:00,2023,7,28
MCP33680019,Maryland (State),QUINCE ORCHARD RD,BANK ST,HEAD ON LEFT TURN,GAITHERSBURG,CLEAR,DRY,TRAFFIC SIGNAL,35,39.14006583,-77.22206817,2023-07-25,10:00:00,2023,7,25
MCP3352000Z,Municipality,WASHINGTONIAN BLVD,RIO BLVD,STRAIGHT MOVEMENT ANGLE,GAITHERSBURG,CLEAR,DRY,,15,39.11751167,-77.20218333,2023-07-17,19:51:00,2023,7,17
MCP2760003X,Municipality,WATKINS MILL RD,RUSSELL AVE,STRAIGHT MOVEMENT ANGLE,GAITHERSBURG,CLEAR,DRY,NO CONTROLS,30,39.15998333,-77.21581667,2023-07-28,15:11:00,2023,7,28
MCP13780155,Maryland (State),VEIRS MILL RD,ATLANTIC AVE,SAME DIR REAR END,ROCKVILLE,CLOUDY,DRY,NO CONTROLS,30,39.07544167,-77.11728167,2023-08-07,16:55:00,2023,8,7
MCP13780155,Maryland (State),VEIRS MILL RD,ATLANTIC AVE,SAME DIR REAR END,ROCKVILLE,CLOUDY,DRY,NO CONTROLS,30,39.07544167,-77.11728167,2023-08-07,16:55:00,2023,8,7
EJ7887002Q,Municipality,DUVALL LA,W DEER PARK RD,SAME DIRECTION LEFT TURN,GAITHERSBURG,CLEAR,DRY,STOP SIGN,25,39.12923107,-77.20083195,2023-08-03,11:25:00,2023,8,3
DD5664000S,County,CHAPMAN AVE,ROLLINS AVE,HEAD ON LEFT TURN,ROCKVILLE,CLOUDY,DRY,,25,39.05781985,-77.11803094,2023-08-07,10:13:00,2023,8,7
MCP9419004K,Maryland (State),FREDERICK RD,KING FARM BLVD,SAME DIR REAR END,ROCKVILLE,CLEAR,DRY,TRAFFIC SIGNAL,40,39.117035,-77.16878833,2023-08-09,08:47:00,2023,8,9
DM8497001T,Municipality,PINE AVE,COLUMBIA AVE,SAME DIRECTION SIDESWIPE,TAKOMA PARK,CLEAR,DRY,,25,38.97504536,-77.00893268,2023-08-01,19:03:00,2023,8,1
EJ7887002Q,Municipality,DUVALL LA,W DEER PARK RD,SAME DIRECTION LEFT TURN,GAITHERSBURG,CLEAR,DRY,STOP SIGN,25,39.12923107,-77.20083195,2023-08-03,11:25:00,2023,8,3
DM8499001V,Municipality,LINCOLN AVE,BOYD AVE,SAME DIR REAR END,TAKOMA PARK,CLEAR,DRY,NO CONTROLS,25,38.978187,-76.99784,2023-07-03,15:10:00,2023,7,3
DM8497001S,Municipality,KIRKLYNN AVE,NEW HAMPSHIRE AVE SERV RD,SAME DIRECTION SIDESWIPE,TAKOMA PARK,CLEAR,DRY,NO CONTROLS,25,38.98802196,-76.98874838,2023-08-01,12:30:00,2023,8,1
DD56570012,Municipality,E MONTGOMERY AVE,MONROE ST,OTHER,ROCKVILLE,CLEAR,DRY,,10,39.08402489,-77.14967855,2023-08-05,13:30:00,2023,8,5
MCP2552006B,Maryland (State),HUNGERFORD DR,BEALL AVE #2,HEAD ON LEFT TURN,ROCKVILLE,CLEAR,DRY,TRAFFIC SIGNAL,35,39.08741667,-77.15017167,2023-08-02,18:27:00,2023,8,2
